,Title,Mileage,Price,deal_status,Features,Rating,Rating-Count
6623,2018 Lincoln MKC Reserve," 53,544 mi.","$27,359","Great Deal | $2,314 under","keyless entry, headlight control - auto highbeam, LED Headlights, traffic sign recognition, Automatic Emergency Braking, collision warning system, autonomous drive, driver monitor",4.2,(173 reviews)
6624,2021 Audi SQ5 3.0T Premium," 1,502 mi.","$56,999","Good Deal | $1,342 under",Nan,4.5,(267 reviews)
6625,2020 Volkswagen Golf GTI 2.0T S," 22,203 mi.","$25,977","Great Deal | $2,797 under",Nan,4.4,"(3,866 reviews)"
6626,2000 Rolls-Royce Silver Seraph ," 15,598 mi.","$59,995",Home Delivery,LED Headlights,5.0,(666 reviews)
6627,2021 BMW 540 i xDrive," 9,461 mi.","$54,999","Great Deal | $8,200 under","keyless entry, Premium Sound System, Heated Seats, Blind Spot Monitor, collision warning system, Lane Departure Warning, parking distance sensors, parking assistance",4.9,(48 reviews)
6628,2018 Dodge Durango GT," 69,418 mi.","$29,990","Good Deal | $1,334 under",Nan,4.7,"(2,075 reviews)"
6629,2012 Jeep Wrangler Unlimited Sport," 102,633 mi.","$19,900",Good Deal | $818 under,keyless entry,4.6,(0 reviews)
6630,2018 McLaren 720S Performance," 12,372 mi.","$250,000",Home Delivery,Nan,4.9,"(1,050 reviews)"
6631,2020 Toyota Prius L Eco," 28,800 mi.","$27,200",Good Deal,Nan,4.7,(4 reviews)
6632,2020 Cadillac XT4 Premium Luxury," 50,548 mi.","$31,999","Great Deal | $5,913 under",Nan,4.7,(33 reviews)
6633,2020 Chrysler 300 ," 18,163 mi.","$35,988","Good Deal | $1,115 under","keyless entry, parking distance sensors, parking assistance",4.8,(256 reviews)
6634,2018 BMW X1 xDrive28i," 13,578 mi.","$28,500","Great Deal | $5,539 under","keyless entry, Apple CarPlay/Android Auto, Automatic Emergency Braking, collision warning system",4.8,(259 reviews)
6635,2019 Genesis G80 3.8," 46,458 mi.","$32,753","Great Deal | $3,790 under",Nan,4.7,(469 reviews)
6636,2020 Audi S3 2.0T S line quattro Premium," 1,432 mi.","$54,859",Fair Deal,"keyless entry, Alloy Wheels, LED Headlights, Memory Seat, collision warning system, parking distance sensors, parking assistance",5.0,"(5,033 reviews)"
6637,2019 BMW M760 i xDrive," 40,985 mi.","$77,980","Good Deal | $2,652 under","keyless entry, Navigation System, parking distance sensors, parking assistance",4.1,(176 reviews)
6638,2010 Subaru Legacy 2.5i Limited," 101,659 mi.","$7,999","Great Deal | $1,403 under",keyless entry,3.7,(289 reviews)
6639,2022 Volkswagen Atlas 3.6L SE w/Technology," 1,500 mi.","$41,500","Great Deal | $3,153 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Lane Departure Warning, dynamic steering, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance, trailer assist",4.2,(698 reviews)
6640,2021 Mercedes-Benz Sprinter 2500 144 WB," 1,788 mi.","$58,990",Great Deal,Nan,5.0,"(1,800 reviews)"
6641,2012 Chevrolet Camaro 2SS," 44,551 mi.","$25,998",Good Deal | $978 under,"headlight control - auto highbeam, keyless entry, LED Headlights, Heated Seats, collision warning system, dynamic steering, parking assistance, Blind Spot Monitor, parking distance sensors",4.7,(3 reviews)
6642,2019 MINI E Countryman Cooper S ALL4," 32,000 mi.","$27,995","Great Deal | $2,022 under","keyless entry, LED Headlights, Navigation System, Heated Seats, Cooled Seats, parking assistance, parking distance sensors, Backup Camera",5.0,"(5,530 reviews)"
6643,2018 Lexus NX 300 F Sport," 85,161 mi.","$30,182",Great Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, Apple CarPlay/Android Auto, Heated Seats, Memory Seat, Sunroof/Moonroof, dynamic steering, collision warning system, Blind Spot Monitor, parking distance sensors, parking assistance",4.9,(37 reviews)
6644,2019 Land Rover Range Rover 3.0L V6 Supercharged HSE," 26,205 mi.","$72,999",Great Deal,"keyless entry, headlight control - auto highbeam, Tow Hitch, parking assistance, parking distance sensors, Blind Spot Monitor, Rear Cross Traffic Alert, collision warning system",4.3,(86 reviews)
6645,2019 Land Rover Range Rover 3.0L V6 Supercharged HSE," 26,205 mi.","$72,999",Great Deal,Nan,4.3,(86 reviews)
6646,2022 Chevrolet Trailblazer LT," 3,048 mi.","$29,503","Good Deal | $1,326 under","keyless entry, headlight control - auto highbeam, collision warning system, dynamic steering",4.5,(832 reviews)
6647,2019 Audi A5 2.0T Premium Plus," 18,527 mi.","$35,000",Good Deal,Nan,4.9,"(1,835 reviews)"
6648,2018 Buick Enclave Premium," 88,728 mi.","$29,143",Good Deal,Nan,4.2,(777 reviews)
6649,2010 BMW 650 i," 48,608 mi.","$22,990",Good Deal,"keyless entry, LED Headlights, Navigation System, Premium Sound System, Heated Steering Wheel, Heated Seats, Cooled Seats, Leather Seats, dynamic steering, Blind Spot Monitor, parking distance sensors, parking assistance, Rear Cross Traffic Alert",4.1,"(9,363 reviews)"
6650,2020 Jeep Compass Latitude," 33,150 mi.","$22,990","Great Deal | $2,066 under","keyless entry, LED Headlights, USB Port, dynamic steering, Automatic Emergency Braking, collision warning system",2.8,(157 reviews)
6651,2021 Audi A7 e 55 quattro Premium Plus," 10,409 mi.","$70,977",Good Deal,"keyless entry, Keyless Start, LED Headlights, USB Port, collision warning system, Blind Spot Monitor",4.9,"(1,116 reviews)"
6652,2014 Chevrolet Express 1500 LS," 30,430 mi.","$31,995",Good Deal,"keyless entry, LED Headlights, dynamic steering, Automatic Emergency Braking, collision warning system, parking assistance, parking distance sensors",2.9,(29 reviews)
6653,2012 Porsche Cayenne Base," 112,177 mi.","$16,994","Great Deal | $3,415 under","keyless entry, LED Headlights, dynamic steering, Automatic Emergency Braking, collision warning system, parking assistance, parking distance sensors",4.0,(316 reviews)
6654,2014 Mercedes-Benz S-Class S 550," 57,690 mi.","$37,495","Great Deal | $6,247 under",Nan,3.5,(39 reviews)
6655,2017 Mazda Mazda3 Touring," 84,550 mi.","$16,877",Fair Deal,Nan,4.7,(163 reviews)
6656,2015 Ford Transit-350 XLT," 64,328 mi.","$36,165",Good Deal,"keyless entry, LED Headlights, parking distance sensors, dynamic steering, parking assistance",4.9,(628 reviews)
6657,2019 Mazda CX-9 Grand Touring," 36,960 mi.","$33,934",Good Deal,Nan,4.3,(498 reviews)
6658,2016 Cadillac Escalade ESV Luxury," 32,977 mi.","$45,982","Good Deal | $6,199 under",Nan,4.5,(324 reviews)
6659,2009 Aston Martin V8 Vantage ," 33,462 mi.","$39,889",Great Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, Rear Cross Traffic Alert, Blind Spot Monitor, Backup Camera, Automatic Emergency Braking, collision warning system, trailer assist, parking assistance, parking distance sensors",5.0,"(2,502 reviews)"
6660,2017 Mercedes-Benz CLS 550 Base," 68,833 mi.","$34,898","Great Deal | $6,555 under",Nan,3.2,(40 reviews)
6661,2021 Lexus IS 350 F Sport," 14,665 mi.","$44,587",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Heated Seats, Cooled Seats, Blind Spot Monitor, dynamic steering, Automatic Emergency Braking, collision warning system, driver monitor, Rear Cross Traffic Alert, parking distance sensors, parking assistance, Lane Departure Warning",4.5,(218 reviews)
6662,Nan,Nan,Nan,Nan,"keyless entry, dynamic steering",Nan,Nan
6663,2021 Genesis GV80 2.5T," 11,111 mi.","$58,900","Good Deal | $2,475 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, traffic sign recognition, autonomous drive, Rear Cross Traffic Alert, Backup Camera, Lane Departure Warning",4.9,(25 reviews)
6664,2021 Chevrolet Traverse RS," 16,323 mi.","$43,942","Good Deal | $2,081 under","keyless entry, Keyless Start, LED Headlights, Bluetooth, Premium Sound System, Backup Camera",5.0,"(1,479 reviews)"
6665,2022 Chevrolet Tahoe LS," 2,270 mi.","$59,995","Good Deal | $2,847 under",Nan,2.7,(284 reviews)
6666,2021 Ford F-150 XLT," 28,460 mi.","$46,900","Good Deal | $2,026 under",Nan,4.7,(600 reviews)
6667,2021 Ford F-150 XLT," 28,460 mi.","$46,900","Good Deal | $2,026 under","keyless entry, Navigation System, Backup Camera",4.7,(600 reviews)
6668,2021 Mazda MX-5 Miata Sport," 9,469 mi.","$26,708","Great Deal | $2,494 under","headlight control - auto highbeam, Keyless Start, keyless entry, LED Headlights, Apple CarPlay/Android Auto, USB Port, Blind Spot Monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert",4.8,(183 reviews)
6669,2021 Mazda CX-3 Sport," 14,880 mi.","$23,888","Great Deal | $1,541 under",Nan,5.0,(875 reviews)
6670,2020 Lexus IS 300 Base," 46,901 mi.","$30,995","Great Deal | $5,011 under","Keyless Start, keyless entry, USB Port, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system",4.8,(3 reviews)
6671,2006 Dodge Ram 2500 SLT Quad Cab," 149,081 mi.","$21,650",Good Deal | $226 under,Nan,4.5,(6 reviews)
6672,2014 Kia Forte EX," 97,351 mi.","$11,526",Good Deal | $431 under,"keyless entry, collision warning system, Blind Spot Monitor",2.6,(82 reviews)
6673,2021 Toyota Corolla Hybrid LE," 21,904 mi.","$31,622",Fair Deal,Nan,2.8,(83 reviews)
6674,2019 Lincoln Nautilus Reserve," 35,273 mi.","$43,385",Good Deal,Nan,4.9,(113 reviews)
6675,2019 Ford Transit Connect XLT," 17,110 mi.","$29,770",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Heated Seats, parking distance sensors, parking assistance, traffic sign recognition, Rear Cross Traffic Alert, collision warning system, driver monitor, dynamic steering",4.0,(2 reviews)
6676,2021 Honda Passport Sport," 33,152 mi.","$31,509","Great Deal | $2,904 under","keyless entry, Tow Hitch, Sunroof/Moonroof",3.0,(314 reviews)
6677,2020 Genesis G90 3.3T Premium," 17,005 mi.","$50,749",Good Deal,Nan,4.6,(0 reviews)
6678,2009 BMW Z4 sDrive35i," 59,006 mi.","$24,440",Great Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Apple CarPlay/Android Auto, Cooled Seats, Backup Camera, Lane Departure Warning, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, Rear Cross Traffic Alert, parking assistance, parking distance sensors, traffic sign recognition",4.6,(71 reviews)
6679,2007 Jaguar XK ," 61,505 mi.","$23,717",Fair Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, Rear Seat Entertainment, Heated Seats, Cooled Seats, Sunroof/Moonroof, Lane Departure Warning, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, parking assistance, Backup Camera, parking distance sensors, Rear Cross Traffic Alert",4.8,(71 reviews)
6680,2021 Acura RDX Technology Package," 4,008 mi.","$42,841",Good Deal,"keyless entry, LED Headlights, parking distance sensors, parking assistance",4.8,(24 reviews)
6681,2022 Kia K5 GT-Line," 7,828 mi.","$31,950",Good Deal,Nan,5.0,"(1,838 reviews)"
6682,2022 Genesis G70 3.3T," 4,670 mi.","$43,999","Great Deal | $9,112 under",keyless entry,4.2,(344 reviews)
6683,2018 Mercedes-Benz AMG GLC 43 Base 4MATIC," 81,529 mi.","$34,502",Home Delivery,"keyless entry, LED Headlights, parking assistance, parking distance sensors",4.5,(527 reviews)
6684,2022 Buick Envision Avenir," 1,315 mi.","$44,268","Great Deal | $2,545 under",Nan,4.5,(415 reviews)
6685,2018 Porsche Cayenne GTS," 46,769 mi.","$61,998",Good Deal | $901 under,Nan,4.4,(488 reviews)
6686,2020 Honda Passport Sport," 20,043 mi.","$27,495",Home Delivery,"keyless entry, LED Headlights, Apple CarPlay/Android Auto, USB Port, parking distance sensors, Backup Camera, parking assistance",5.0,(254 reviews)
6687,2019 Mercedes-Benz S-Class S 560," 23,762 mi.","$61,698",Great Deal,"keyless entry, LED Headlights, Apple CarPlay/Android Auto, USB Port, parking distance sensors, Backup Camera, parking assistance",4.3,(534 reviews)
6688,2019 Mercedes-Benz S-Class S 560," 23,762 mi.","$61,698",Great Deal,Nan,4.3,(534 reviews)
6689,2021 Jeep Grand Cherokee L Limited," 11,891 mi.","$43,485","Great Deal | $4,342 under","headlight control - auto highbeam, keyless entry, LED Headlights, Rear Cross Traffic Alert, parking distance sensors, parking assistance, Blind Spot Monitor, driver monitor, Automatic Emergency Braking, collision warning system",4.2,(630 reviews)
6690,2020 Mercedes-Benz CLA 250 Base," 35,953 mi.","$36,873","Good Deal | $1,075 under","headlight control - auto highbeam, keyless entry, LED Headlights, Rear Seat Entertainment, USB Port, Heated Seats, Cooled Seats, Sunroof/Moonroof, collision warning system, Blind Spot Monitor, Lane Departure Warning, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.6,(133 reviews)
6691,2015 Cadillac XTS Luxury," 41,350 mi.","$21,000","Great Deal | $3,995 under","Keyless Start, keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, traffic sign recognition, front cross traffic alert, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Lane Departure Warning, parking distance sensors, Rear Cross Traffic Alert, parking assistance",4.4,"(1,402 reviews)"
6692,2015 Subaru WRX Premium," 100,022 mi.","$20,990",Good Deal | $706 under,"headlight control - auto highbeam, keyless entry, Rear Seat Entertainment, USB Port, Sunroof/Moonroof, Heated Steering Wheel, parking distance sensors, Blind Spot Monitor, Rear Cross Traffic Alert, collision warning system, parking assistance",4.1,"(9,363 reviews)"
6693,2018 Mercedes-Benz GLC 300 Base 4MATIC," 31,376 mi.","$33,500","Great Deal | $5,526 under",Nan,4.6,(300 reviews)
6694,2022 Jeep Wagoneer Series III," 15,404 mi.","$71,987","Great Deal | $4,979 under",Nan,2.7,(358 reviews)
6695,2011 Chevrolet Silverado 3500 LT," 79,205 mi.","$27,990",Good Deal,"keyless entry, Keyless Start, LED Headlights, USB Port, Sunroof/Moonroof, dynamic steering, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, parking distance sensors, parking assistance",4.3,(1 review)
6696,2016 Mercedes-Benz Sprinter ," 23,657 mi.","$56,999",Fair Deal,"keyless entry, Alloy Wheels, parking assistance, parking distance sensors",5.0,(854 reviews)
6697,2015 Scion FR-S Base," 82,391 mi.","$17,489",Good Deal,Nan,4.3,(208 reviews)
6698,2022 Nissan Altima 2.5 SR, 453 mi.,"$25,900","Great Deal | $1,908 under","parking assistance, parking distance sensors",4.3,(789 reviews)
6699,2022 Hyundai Tucson Hybrid Blue," 23,081 mi.","$32,488",Good Deal | $980 under,Nan,4.4,"(1,863 reviews)"
6700,Nan,Nan,Nan,Nan,Nan,Nan,Nan
6701,2022 GMC Yukon SLT," 2,580 mi.","$75,988","Good Deal | $2,302 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, traffic sign recognition, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Lane Departure Warning, parking assistance, parking distance sensors, Rear Cross Traffic Alert",2.9,(302 reviews)
6702,2022 Mazda CX-30 2.5 S Carbon Edition," 10,103 mi.","$28,571","Great Deal | $2,777 under","keyless entry, Navigation System, Apple CarPlay/Android Auto, Memory Seat, Cooled Seats, Heated Seats, Leather Seats, Heated Steering Wheel, Sunroof/Moonroof, dynamic steering, trailer assist, parking distance sensors, Blind Spot Monitor, Rear Cross Traffic Alert, parking assistance",3.8,(323 reviews)
6703,2018 Land Rover Range Rover Velar P380 SE R-Dynamic," 27,560 mi.","$46,900",Hot Car,Nan,2.6,(328 reviews)
6704,2009 BMW 328 i," 114,000 mi.","$8,498",Fair Deal,"keyless entry, Rear Cross Traffic Alert",4.2,(6 reviews)
6705,2014 Lincoln MKT EcoBoost," 67,556 mi.","$16,495","Great Deal | $1,739 under",Nan,2.2,(210 reviews)
6706,2019 Toyota Avalon Limited," 13,923 mi.","$32,724","Great Deal | $5,094 under","keyless entry, Navigation System, Premium Sound System, Cooled Seats, Sunroof/Moonroof, Heated Seats, Heated Steering Wheel, Lane Departure Warning, parking assistance, parking distance sensors, collision warning system",3.9,(305 reviews)
6707,2020 Volvo XC90 Hybrid T8 Momentum 7 Passenger," 21,539 mi.","$59,990",Great Deal,"headlight control - auto highbeam, Keyless Start, keyless entry, USB Port, dynamic steering, Automatic Emergency Braking, collision warning system, parking distance sensors, parking assistance, traffic sign recognition",5.0,(597 reviews)
6708,2023 GMC Yukon XL SLT, 650 mi.,"$81,500",CPO Warrantied,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Lane Departure Warning, collision warning system, Automatic Emergency Braking, parking assistance, parking distance sensors, Rear Cross Traffic Alert, trailer assist",4.0,(621 reviews)
6709,2021 Cadillac XT4 Sport," 21,621 mi.","$44,685",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, parking distance sensors, parking assistance, autonomous drive, traffic sign recognition, Lane Departure Warning, dynamic steering, collision warning system, Rear Cross Traffic Alert",4.8,"(1,375 reviews)"
6710,2021 Cadillac XT4 Sport," 21,621 mi.","$44,685",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, parking distance sensors, parking assistance, autonomous drive, traffic sign recognition, Lane Departure Warning, dynamic steering, collision warning system, Rear Cross Traffic Alert",4.8,"(1,375 reviews)"
6711,2022 BMW 750 i xDrive," 5,290 mi.","$89,767",Great Deal,keyless entry,3.7,(63 reviews)
6712,2018 Jaguar F-TYPE 400 Sport," 25,007 mi.","$56,900",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, Heated Seats, Sunroof/Moonroof, Backup Camera, Lane Departure Warning, dynamic steering, parking assistance, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, parking distance sensors, Rear Cross Traffic Alert, trailer assist",2.9,(164 reviews)
6713,2020 Volkswagen Tiguan 2.0T SE," 43,477 mi.","$25,973",Good Deal | $319 under,"keyless entry, LED Headlights, Cooled Seats, dynamic steering, parking distance sensors, Rear Cross Traffic Alert, parking assistance",4.9,"(2,347 reviews)"
6714,2011 Toyota Avalon Limited," 85,873 mi.","$17,988",Fair Deal,Nan,4.7,(71 reviews)
6715,2016 Toyota 4Runner Sport," 121,838 mi.","$29,991",Good Deal | $948 under,Nan,3.7,(69 reviews)
6716,2015 Audi RS 7 4.0T Prestige," 53,663 mi.","$47,990","Great Deal | $6,336 under","keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, autonomous drive, traffic sign recognition, front cross traffic alert, parking distance sensors, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, parking assistance",4.6,"(2,198 reviews)"
6717,2016 BMW 528 i," 43,170 mi.","$25,690","Great Deal | $2,627 under","keyless entry, Keyless Start, LED Headlights, USB Port, autonomous drive, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert",4.8,(781 reviews)
6718,2018 Toyota Avalon XLE," 58,674 mi.","$24,998",Good Deal,keyless entry,4.7,(7 reviews)
6719,2016 BMW X5 eDrive xDrive40e," 109,536 mi.","$22,499",Great Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Sunroof/Moonroof, Lane Departure Warning, dynamic steering, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert",4.4,(963 reviews)
6720,2010 Cadillac Escalade Luxury," 170,460 mi.","$12,999","Great Deal | $1,581 under","keyless entry, LED Headlights, Alloy Wheels, Navigation System, driver monitor, parking assistance, dynamic steering, parking distance sensors, Automatic Emergency Braking, collision warning system",4.6,(50 reviews)
6721,2022 Toyota Sequoia SR5," 22,759 mi.","$54,000","Great Deal | $4,319 under",Nan,4.3,(617 reviews)
6722,2021 GMC Savana 3500 LS," 5,322 mi.","$78,950",Fair Deal,keyless entry,5.0,"(1,063 reviews)"
6723,2021 BMW M340 i xDrive," 23,270 mi.","$53,995",Good Deal,"keyless entry, Remote Start, Tow Hitch, Premium Sound System, Navigation System, Sunroof/Moonroof, parking distance sensors, Backup Camera, parking assistance",4.6,"(1,683 reviews)"
6724,2017 Toyota Sequoia Limited," 64,484 mi.","$39,000","Great Deal | $2,736 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, parking distance sensors, parking assistance, dynamic steering, traffic sign recognition, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, Lane Departure Warning",4.0,"(1,019 reviews)"
6725,2019 Audi A6 55 Premium Plus," 34,389 mi.","$41,670","Great Deal | $9,757 under","headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, Cooled Seats, parking distance sensors, parking assistance, dynamic steering, traffic sign recognition, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert, Lane Departure Warning",4.1,(57 reviews)
6726,2020 BMW 330 i," 12,558 mi.","$37,551","Good Deal | $1,287 under","keyless entry, headlight control - auto highbeam, Heated Seats, Sunroof/Moonroof, traffic sign recognition, Blind Spot Monitor, collision warning system, dynamic steering, driver monitor",2.2,(99 reviews)
6727,2021 Volvo S60 T6 R-Design," 29,599 mi.","$32,900","Great Deal | $3,522 under","keyless entry, headlight control - auto highbeam, Heated Seats, Sunroof/Moonroof, traffic sign recognition, Blind Spot Monitor, collision warning system, dynamic steering, driver monitor",4.3,(789 reviews)
6728,2022 Toyota Corolla Cross L," 14,581 mi.","$26,500","Great Deal | $8,285 under",Nan,5.0,"(5,569 reviews)"
6729,2017 Kia Niro FE," 60,571 mi.","$18,604",Good Deal | $544 under,"keyless entry, Heated Seats, dynamic steering",3.4,(484 reviews)
6730,2022 Acura RDX PMC Edition," 6,600 mi.","$55,988",Fair Deal,Nan,4.9,(804 reviews)
6731,2019 BMW X3 M40i," 56,452 mi.","$43,980","Great Deal | $4,572 under",Nan,4.8,"(1,615 reviews)"
6732,2019 BMW X3 M40i," 56,452 mi.","$43,980","Great Deal | $4,572 under","keyless entry, headlight control - auto highbeam, USB Port, Cooled Seats, traffic sign recognition, Rear Cross Traffic Alert, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive, Backup Camera, parking distance sensors, parking assistance, Lane Departure Warning",4.8,"(1,615 reviews)"
6733,2020 Chevrolet Express 3500 LT," 62,207 mi.","$39,000","Great Deal | $4,577 under","keyless entry, Keyless Start, Heated Seats, dynamic steering, Lane Departure Warning, parking assistance, parking distance sensors, Rear Cross Traffic Alert, Automatic Emergency Braking, collision warning system, Blind Spot Monitor, autonomous drive",4.2,(768 reviews)
6734,2015 GMC Terrain SLE-1," 107,469 mi.","$12,788",Great Deal | $902 under,"keyless entry, Keyless Start, LED Headlights, USB Port, parking assistance, parking distance sensors",5.0,(454 reviews)
6735,2020 Genesis G70 3.3T," 33,993 mi.","$36,995","Good Deal | $1,040 under",Nan,4.1,(749 reviews)
6736,2018 MINI Countryman Cooper S ALL4," 55,681 mi.","$26,991",Good Deal,Nan,4.4,(8 reviews)
6737,2018 Lincoln MKC Reserve," 39,869 mi.","$29,361","Great Deal | $5,929 under",Nan,4.4,(35 reviews)
6738,2016 Honda Pilot Elite," 86,914 mi.","$28,995","Good Deal | $1,114 under",Nan,4.6,(12 reviews)
6739,2014 Mercedes-Benz S-Class S 550," 64,180 mi.","$38,835",Good Deal | $758 under,"headlight control - auto highbeam, keyless entry, LED Headlights, USB Port, dynamic steering, collision warning system, parking distance sensors, parking assistance",4.7,(27 reviews)
6740,2022 RAM ProMaster 2500 High Roof, 267 mi.,"$52,989",Home Delivery,"keyless entry, LED Headlights, Apple CarPlay/Android Auto, parking distance sensors, Brake Assist, parking assistance",4.9,"(3,680 reviews)"
6741,2013 Hyundai Genesis Coupe 3.8 Grand Touring," 60,484 mi.","$18,900","Great Deal | $1,916 under",Nan,4.8,(23 reviews)
6742,2022 Volvo XC60 Recharge Plug-In Hybrid T8 R-Design," 4,975 mi.","$66,000",Good Deal,"keyless entry, Keyless Start, USB Port, Navigation System, Heated Seats, traffic sign recognition, Rear Cross Traffic Alert, collision warning system, dynamic steering, Lane Departure Warning, parking distance sensors, parking assistance",2.5,(168 reviews)
6743,2021 Lincoln Navigator Reserve," 3,171 mi.","$89,988","Good Deal | $1,934 under","headlight control - auto highbeam, Keyless Start, keyless entry, LED Headlights, USB Port, Cooled Seats, Rear Cross Traffic Alert, collision warning system, parking assistance, parking distance sensors, driver monitor",4.4,(75 reviews)
6744,2016 Jaguar XJ XJL Portfolio," 46,074 mi.","$33,977",Good Deal | $762 under,"keyless entry, Keyless Start, LED Headlights, USB Port, parking distance sensors, parking assistance, collision warning system, driver monitor, Lane Departure Warning, traffic sign recognition",4.7,"(1,780 reviews)"
6745,2015 Hyundai Genesis 3.8," 80,577 mi.","$19,995",Good Deal,"headlight control - auto highbeam, keyless entry, Keyless Start, LED Headlights, USB Port, collision warning system, parking distance sensors, parking assistance, Automatic Emergency Braking, dynamic steering, driver monitor",4.7,(103 reviews)
6746,2022 BMW X3 xDrive30i," 2,795 mi.","$49,995",Good Deal,"headlight control - auto highbeam, keyless entry, LED Headlights, USB Port, Sunroof/Moonroof, parking assistance, parking distance sensors, Lane Departure Warning, autonomous drive, traffic sign recognition, front cross traffic alert, dynamic steering, driver monitor, Automatic Emergency Braking, collision warning system, Rear Cross Traffic Alert",4.6,"(1,248 reviews)"
6747,2021 Hyundai Elantra SEL," 32,726 mi.","$22,995",Great Deal,"Keyless Start, keyless entry, headlight control - auto highbeam, LED Headlights, USB Port, Sunroof/Moonroof, Automatic Emergency Braking, collision warning system, traffic sign recognition, Lane Departure Warning, autonomous drive, parking distance sensors, Rear Cross Traffic Alert, driver monitor, parking assistance",4.8,(0 reviews)
6748,2019 Mercedes-Benz GLC 350e Base 4MATIC," 22,852 mi.","$36,600","Great Deal | $8,907 under","keyless entry, Keyless Start, LED Headlights, Apple CarPlay/Android Auto, parking assistance, collision warning system, Blind Spot Monitor, parking distance sensors, Rear Cross Traffic Alert, autonomous drive, Automatic Emergency Braking, traffic sign recognition, dynamic steering, Lane Departure Warning, driver monitor",4.6,(133 reviews)
6749,2021 GMC Acadia SLE," 35,365 mi.","$30,000",Home Delivery,Sunroof/Moonroof,2.8,(208 reviews)
6750,2019 Jeep Cherokee Limited," 38,366 mi.","$25,995",Good Deal,"keyless entry, Keyless Start, Premium Sound System, Sunroof/Moonroof, Leather Seats, Heated Seats, Automatic Emergency Braking, Backup Camera",4.6,(242 reviews)
6751,2019 Ford Expedition Max XLT," 86,012 mi.","$31,236",Home Delivery,"headlight control - auto highbeam, keyless entry, LED Headlights, Rear Seat Entertainment, USB Port, Cooled Seats, driver monitor, dynamic steering, collision warning system, Blind Spot Monitor, Backup Camera, traffic sign recognition, parking distance sensors, Rear Cross Traffic Alert, Lane Departure Warning, parking assistance",4.9,(23 reviews)
6752,2016 Buick Regal Turbo Premium II," 43,000 mi.","$19,200",Good Deal | $241 under,"Adaptive Cruise Control, keyless entry, headlight control - auto highbeam, Keyless Start, LED Headlights, Bluetooth, USB Port, autonomous drive, Lane Departure Warning, Rear Cross Traffic Alert, collision warning system, Automatic Emergency Braking",4.8,(58 reviews)
6753,2014 Porsche Cayenne ," 78,922 mi.","$26,377","Great Deal | $2,676 under","headlight control - auto highbeam, keyless entry, LED Headlights, Heated Seats, parking assistance, parking distance sensors, collision warning system, Blind Spot Monitor",1.7,(53 reviews)
6754,2014 Porsche Cayenne ," 78,922 mi.","$26,377","Great Deal | $2,676 under","keyless entry, Keyless Start, Remote Start, USB Port",1.7,(53 reviews)
