,Price,Year,Rating,Mileage,Rating-Count,Name,Status,model_details
1891,31926.0,2019,4.5,37076,287,Chevrolet,Great,9 Chevrolet Traverse LT Cloth
1892,869000.0,2021,5.0,641,576,Ferrari,Good,Ferrari SF90 Stradale Base
1893,37995.0,2019,2.7,22006,22,BMW,Good,9 BMW 330 i xDrive
1894,28400.0,2022,4.7,7821,941,Volkswagen,Great,Volkswagen Tiguan 2.0T S
1895,82477.0,2019,3.8,25284,555,Cadillac,Good,9 Cadillac CT6-V 4.2L Blackwing Twin Turbo
1896,38887.0,2020,4.3,55982,246,Volvo,Unknown,Volvo XC90 T6 Momentum 7 Passenger
1897,35995.0,2018,4.7,39312,4196,Toyota,Good,Toyota Tacoma SR5
1899,28762.0,2021,4.9,18898,1786,Kia,Good,Kia K5 GT-Line
1900,43980.0,2020,4.6,28772,111,Chevrolet,Great,Chevrolet Traverse Premier
1901,71500.0,2021,4.3,1839,1383,Ford,Great,Ford Bronco First Edition
1902,25000.0,2021,2.7,38019,36,Kia,Good,Kia K5 LXS
1904,36351.0,2018,2.9,39075,186,Kia,Great,Kia Stinger GT
1905,54463.0,2021,4.8,4224,302,Jeep,Unknown,Jeep Wrangler Unlimited Sahara High Altitude
1906,49999.0,2021,4.9,15369,1471,RAM,Good,RAM 2500 Tradesman
1907,42000.0,2020,4.9,39085,2206,Volvo,Unknown,Volvo V90 Cross Country T6
1908,41995.0,2021,4.9,19551,1604,Volkswagen,Unknown,Volkswagen Atlas 3.6 V6 SE w/ Technology
1909,32900.0,2022,4.7,10421,271,Ford,Unknown,Ford Bronco Sport BIG BEND
1910,50999.0,2022,4.3,16901,961,Toyota,Good,Toyota Sienna LE
1911,37550.0,2022,4.6,4662,3430,GMC,Fair,GMC Terrain SLT
1912,132999.0,2021,4.7,2507,1045,Porsche,Good,Porsche Taycan 4S
1913,46850.0,2021,3.4,19812,481,Cadillac,Great,Cadillac CT5 Sport RWD
1914,62965.0,2022,4.3,6038,291,Volvo,Good,Volvo XC90 T6 Momentum 7 Passenger
1915,84791.0,2022,4.7,5130,878,GMC,Good,GMC Yukon Denali
1916,51790.0,2020,5.0,57229,9569,Chevrolet,Great,Chevrolet Tahoe Premier
1918,75000.0,2019,3.7,32756,63,Porsche,Great,9 Porsche Panamera 4
1919,26498.0,2017,3.0,60015,51,Buick,Great,7 Buick Enclave Premium
1920,88122.0,2018,5.0,9268,403,Porsche,Unknown,Porsche 718 Cayman GTS
1921,43000.0,2020,2.6,39489,202,Chevrolet,Great,Chevrolet Tahoe LS
1923,46044.0,2022,3.7,31810,17,Kia,Good,Kia Stinger GT
1924,39900.0,2022,4.0,11648,92,Subaru,Good,Subaru Ascent Onyx Edition
1925,43998.0,2020,4.0,33301,497,Volvo,Great,Volvo XC90 T6 Momentum 6 Passenger
1926,33995.0,2021,4.2,72775,197,Toyota,Unknown,Toyota Sienna XLE 8 Passenger
1927,32222.0,2021,3.1,26383,104,Honda,Unknown,Honda CR-V Special Edition
1928,54551.0,2022,4.9,8128,1608,Volvo,Good,Volvo S90 B6 Inscription
1929,31499.0,2019,4.6,57024,872,Honda,Great,9 Honda Passport Elite
1930,44789.0,2020,4.7,19070,1329,BMW,Great,BMW 430 i
1932,35986.0,2019,4.8,31860,3156,GMC,Great,9 GMC Canyon All Terrain
1933,123887.0,2021,3.7,4524,63,BMW,Unknown,BMW M760 i xDrive
1934,289998.0,2018,4.5,9419,87,Ferrari,Unknown,Ferrari 488 GTB Base
1935,67987.0,2022,4.6,6963,308,Chevrolet,Fair,Chevrolet Silverado 1500 LT Trail Boss
1936,41899.0,2021,4.3,27552,141,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line
1937,52000.0,2019,4.9,16912,2206,Volvo,Good,9 Volvo XC90 T6 Inscription
1939,56857.0,2022,4.7,9439,731,Toyota,Great,Toyota Tundra Limited
1940,37898.0,2019,4.7,37796,2524,BMW,Great,9 BMW 440 Gran Coupe i xDrive
1941,41197.0,2022,4.6,305,652,Toyota,Good,Toyota Highlander LE
1942,41990.0,2022,4.9,10055,1202,Nissan,Good,Nissan Pathfinder SV
1943,35549.0,2019,4.8,25308,861,Chevrolet,Great,9 Chevrolet Blazer RS
1944,51992.0,2020,4.9,34220,737,INFINITI,Great,INFINITI QX80 Luxe
1945,112898.0,2017,4.4,43748,72,Porsche,Unknown,7 Porsche 911 Carrera GTS
1946,50895.0,2022,4.7,16448,2032,INFINITI,Good,INFINITI QX55 SENSORY
1947,98993.0,2022,3.8,9151,315,Jeep,Good,Jeep Grand Wagoneer Series III
1948,32488.0,2019,2.2,43903,138,Cadillac,Great,9 Cadillac XT4 Premium Luxury
1949,31977.0,2017,4.4,42898,3868,Toyota,Good,7 Toyota RAV4 Hybrid SE
1950,36995.0,2020,2.7,19676,744,BMW,Great,BMW 430 i xDrive
1951,42780.0,2020,4.8,35440,1045,Volkswagen,Good,Volkswagen Atlas 3.6L SEL Premium
1952,97693.0,2019,4.3,25651,86,Porsche,Unknown,9 Porsche 911 Carrera
1954,46990.0,2020,4.8,27053,950,Volvo,Good,Volvo V90 Cross Country T6
1955,27700.0,2020,4.9,71241,1139,Chrysler,Great,Chrysler Pacifica Limited
1956,49909.0,2019,4.4,38938,1370,Ford,Good,9 Ford Expedition XLT
1957,40000.0,2021,4.5,21012,577,GMC,Good,GMC Acadia SLE
1958,52900.0,2022,4.4,11358,109,Kia,Fair,Kia Stinger GT
1959,51000.0,2021,4.4,28028,1376,Toyota,Great,Toyota Supra 3.
1960,37637.0,2020,4.6,46459,103,Ford,Good,Ford F-150 XLT
1961,38247.0,2020,3.8,34059,468,Toyota,Good,Toyota Highlander XLE
1962,48000.0,2019,4.4,26557,1161,Ford,Great,9 Ford Expedition Max XLT
1963,59469.0,2022,4.8,8307,719,BMW,Good,BMW X3 M40i
1964,65659.0,2022,3.6,17111,64,GMC,Good,GMC Sierra 1500 Limited Denali
1965,36997.0,2021,4.9,13198,3774,Toyota,Good,Toyota Venza LE
1966,87888.0,2022,4.7,7652,616,BMW,Good,BMW X7 xDrive40i
1967,294898.0,2022,4.4,1449,72,Porsche,Good,Porsche 911 Turbo S
1969,39990.0,2020,4.0,47639,322,Volvo,Good,Volvo XC60 T5 Inscription
1970,88087.0,2013,4.5,23963,429,Porsche,Good,3 Porsche 911 Carrera S
1971,40580.0,2021,4.8,21531,3532,Dodge,Good,Dodge Durango GT
1972,36999.0,2021,3.9,15042,73,Acura,Good,Acura TLX Technology
1973,40491.0,2020,3.1,33732,702,Jeep,Great,Jeep Grand Cherokee Limited
1974,39958.0,2021,4.8,31200,890,Toyota,Good,Toyota Avalon Hybrid XSE
1975,26900.0,2020,4.9,54309,1916,Honda,Good,Honda Accord Hybrid Base
1976,165319.0,2020,3.8,4928,175,Porsche,Great,Porsche Taycan Turbo S
1977,73987.0,2021,4.7,37318,1389,Chevrolet,Good,Chevrolet Silverado 2500 High Country
1978,49674.0,2021,4.8,21771,1017,Toyota,Good,Toyota Tundra SR5
1980,83994.0,2022,4.8,230,2158,Toyota,Good,Toyota Tundra Hybrid Capstone
1981,20450.0,2019,3.5,52084,34,Chevrolet,Great,9 Chevrolet Equinox 1LT
1982,44998.0,2022,4.7,5664,543,Volkswagen,Good,Volkswagen Atlas Cross Sport 3.6L V6 SEL
1984,52990.0,2021,2.8,5749,295,RAM,Great,RAM 1500 Laramie
1985,33990.0,2019,4.8,40858,761,GMC,Good,9 GMC Acadia SLT-
1986,30200.0,2021,4.7,16931,728,Jeep,Good,Jeep Cherokee Latitude Plus
1987,55690.0,2022,2.0,8027,178,Kia,Good,Kia EV6 GT-Line
1988,27657.0,2020,5.0,28133,312,Volkswagen,Great,Volkswagen Tiguan 2.0T SE
1990,28777.0,2020,4.8,17162,1296,Nissan,Unknown,Nissan Pathfinder S
1991,61847.0,2019,4.8,30545,1444,BMW,Unknown,9 BMW X7 xDrive40i
1992,40977.0,2021,4.8,19240,406,Dodge,Unknown,Dodge Durango GT Plus
1993,41994.0,2020,4.6,26199,846,BMW,Good,BMW M240 i xDrive
1994,32990.0,2020,4.8,14108,2348,Honda,Good,Honda CR-V EX
1995,33925.0,2019,4.9,43436,86,Volvo,Great,9 Volvo XC60 T6 Momentum
1996,39994.0,2022,4.9,7781,1888,Kia,Good,Kia Carnival LX
1997,36887.0,2021,3.3,28750,303,Toyota,Unknown,Toyota Venza LE
1998,23500.0,2020,4.7,14149,701,Volkswagen,Unknown,Volkswagen Passat 2.0T S
1999,49795.0,2022,4.7,3109,1253,Nissan,Unknown,Nissan Armada SV
2000,23499.0,2020,3.3,41949,285,Ford,Good,Ford Fusion SEL
2001,33900.0,2019,4.9,21257,2026,Toyota,Fair,9 Toyota Camry Hybrid SE
2002,68900.0,2021,4.4,25401,1319,BMW,Great,BMW M550 i xDrive
2003,69900.0,2017,4.7,12342,411,Porsche,Great,7 Porsche 718 Boxster S
2004,33999.0,2020,4.8,36889,638,Toyota,Great,Toyota RAV4 Hybrid XLE
2006,48000.0,2022,4.4,3845,2633,Kia,Unknown,Kia EV6 Light
2007,35985.0,2020,4.4,23250,433,Chevrolet,Great,Chevrolet Blazer RS
2008,28789.0,2021,4.7,26081,734,Volkswagen,Great,Volkswagen Tiguan 2.0T SEL
2009,44565.0,2022,4.4,6480,341,Acura,Good,Acura TLX A-Spec
2010,69999.0,2022,4.6,9909,2505,Toyota,Good,Toyota Tundra Platinum
2011,67445.0,2023,4.2,859,280,Acura,Unknown,3 Acura MDX
2012,55750.0,2021,3.8,7793,192,Ford,Unknown,Ford Expedition XLT
2013,53995.0,2021,4.5,8976,509,Volkswagen,Fair,Volkswagen ID.4 Pro S
2014,49583.0,2022,1.9,1447,45,INFINITI,Great,INFINITI QX55 ESSENTIAL
2016,40000.0,2020,4.2,10348,875,Volvo,Great,Volvo XC60 T6 Momentum
2017,26860.0,2022,4.9,8464,676,Nissan,Good,Nissan Altima 2.5 SV
2018,77552.0,2022,4.7,10951,1045,Porsche,Great,Porsche Cayenne Base
2019,44663.0,2021,3.1,32135,604,Toyota,Good,Toyota Venza Limited
2021,44488.0,2020,4.0,27290,502,Ford,Fair,Ford Edge ST
2022,62999.0,2019,4.3,12958,86,Porsche,Great,9 Porsche Macan S
2023,31300.0,2019,4.4,12995,164,Nissan,Great,9 Nissan Maxima 3.5 SL
2025,27695.0,2021,4.2,40705,197,Toyota,Good,Toyota Prius LE
2026,320988.0,2019,3.5,8329,89,Rolls-Royce,Good,9 Rolls-Royce Wraith Base
2027,35335.0,2022,2.6,16456,369,Toyota,Good,Toyota Camry TRD V6
2028,38791.0,2021,4.6,35020,759,Volkswagen,Good,Volkswagen Atlas 2.0T SEL Premium
2030,31511.0,2021,4.7,19140,265,Kia,Good,Kia K5 GT-Line
2031,38679.0,2021,3.5,13397,206,Cadillac,Great,Cadillac CT4 Luxury
2032,53988.0,2020,3.7,32652,63,BMW,Good,BMW X4 xDrive30i
2033,42995.0,2020,4.7,49931,980,Chevrolet,Fair,Chevrolet Traverse High Country
2034,57647.0,2021,4.9,1376,1293,Ford,Great,Ford Bronco Big Bend
2035,34748.0,2019,5.0,31083,359,Acura,Fair,9 Acura TLX V6 Technology & A-Spec
2036,28997.0,2021,2.3,13950,135,Jeep,Good,Jeep Compass Altitude
2037,38699.0,2020,3.9,48061,366,Ford,Good,Ford F-150 XL
2038,40997.0,2020,2.8,34011,102,Volvo,Good,Volvo V60 T5 R-Design
2039,52455.0,2021,3.5,4512,843,Nissan,Good,Nissan Titan PRO-4X
2040,82881.0,2018,4.9,26182,3038,Porsche,Great,Porsche Panamera Sport Turismo 4S
2041,126893.0,2021,3.4,3277,233,Mercedes-Benz,Unknown,Mercedes-Benz AMG GLE 63 S-Model 4MATIC
2042,38675.0,2021,4.4,28100,533,Toyota,Good,Toyota Tacoma SR5
2043,41999.0,2019,4.3,34846,66,BMW,Good,9 BMW 530 i xDrive
2044,39955.0,2021,4.7,17816,2252,Honda,Good,Honda Pilot Special Edition
2045,30368.0,2021,4.6,35742,3850,Chevrolet,Good,Chevrolet Trailblazer RS
2047,30987.0,2022,4.8,17517,2150,Kia,Good,Kia K5 EX
2048,32515.0,2021,2.7,26834,413,Toyota,Unknown,Toyota Highlander LE
2049,28160.0,2019,4.8,28030,238,FIAT,Good,9 FIAT 124 Spider Lusso
2050,28812.0,2017,3.7,32828,270,Buick,Good,7 Buick Envision Essence
2051,37915.0,2019,4.7,28661,1122,Volvo,Great,9 Volvo XC60 T5 Momentum
2052,29921.0,2021,4.5,24009,1289,Volkswagen,Fair,Volkswagen Tiguan 2.0T SE
2053,41955.0,2020,4.6,28404,262,GMC,Great,GMC Acadia Denali
2054,33450.0,2021,4.3,10928,510,Ford,Good,Ford Edge SE
2055,29445.0,2019,4.7,5991,489,Chevrolet,Great,9 Chevrolet Blazer 1LT
2056,40900.0,2021,4.8,14000,1147,Volvo,Great,Volvo XC60 T5 Momentum
2057,44980.0,2019,4.8,23831,1616,BMW,Fair,9 BMW 530 i xDrive
2058,69467.0,2020,4.3,14999,769,Chevrolet,Good,Chevrolet Camaro ZL
2059,44295.0,2022,4.9,11821,1123,Buick,Good,Buick Enclave Essence
2060,54911.0,2021,4.2,11928,18,INFINITI,Great,INFINITI Q60 3.0t Red Sport 4
2061,43922.0,2021,4.8,15261,2158,Toyota,Good,Toyota Tundra SR5
2062,69750.0,2022,1.9,4782,26,BMW,Great,BMW M440 i xDrive
2063,47950.0,2022,4.2,3445,288,Honda,Good,Honda Ridgeline RTL-E
2064,133898.0,2019,4.8,13203,489,Porsche,Fair,9 Porsche 911 Carrera GTS
2067,29687.0,2022,4.7,2992,910,Toyota,Great,Toyota RAV4 LE
2068,29855.0,2021,4.7,20214,4081,Subaru,Great,Subaru Outback Premium
2070,96277.0,2022,4.3,4021,498,Cadillac,Great,Cadillac Escalade ESV Luxury
2071,39990.0,2019,4.8,65930,454,Toyota,Good,9 Toyota Sequoia SR5
2072,79900.0,2019,4.4,22087,326,Cadillac,Great,9 Cadillac CT6-V 4.2L Blackwing Twin Turbo
2073,54488.0,2018,3.7,60900,144,Dodge,Good,Dodge Durango SRT
2074,45884.0,2021,4.9,17042,1631,Volvo,Good,Volvo S90 T6 Momentum
2075,45377.0,2022,4.8,4403,923,Toyota,Good,Toyota Highlander XLE
2076,44788.0,2021,4.4,24831,1843,Volkswagen,Great,Volkswagen Atlas 3.6 V6 SEL Premium
2077,47995.0,2020,4.6,23798,817,Chevrolet,Good,Chevrolet Silverado 1500 LTZ
2078,44369.0,2021,4.5,13304,517,Volkswagen,Good,Volkswagen ID.4 1st Edition
2079,32496.0,2022,4.6,1586,425,Chevrolet,Good,Chevrolet Equinox RS
2080,72895.0,2022,4.9,6391,1596,Cadillac,Unknown,Cadillac CT4-V V-Series Blackwing
2081,42500.0,2021,3.8,36274,306,RAM,Great,RAM 1500 Big Horn
2082,38949.0,2021,4.0,7114,50,Buick,Good,Buick Envision Essence
2083,88995.0,2021,4.8,26366,1441,Cadillac,Unknown,Cadillac Escalade ESV Luxury
2084,27590.0,2021,3.9,20977,177,Kia,Good,Kia K5 LX
2085,47622.0,2022,4.8,4246,8608,Toyota,Good,Toyota 4Runner Limited
2086,59944.0,2022,2.0,18572,134,Acura,Good,Acura MDX A-Spec
