,Price,Year,Rating,Mileage,Rating-Count,Name,Status,model_details
8901,46000.0,2022,4.7,3074,57,INFINITI,Good,INFINITI QX55 LUXE
8902,64800.0,2021,4.9,16267,3754,INFINITI,Great,INFINITI QX80 PREMIUM SELECT
8904,77000.0,2022,4.5,1147,479,RAM,Fair,RAM 1500 Big Horn
8905,29417.0,2020,3.4,39129,484,Chevrolet,Great,Chevrolet Traverse LS
8906,42490.0,2021,4.9,8647,108,Cadillac,Unknown,Cadillac XT6 Luxury FWD
8907,37999.0,2021,4.6,10646,325,Chevrolet,Great,Chevrolet Silverado 1500 Custom
8909,41412.0,2017,4.0,51588,68,GMC,Great,7 GMC Yukon SLT
8910,33000.0,2020,4.6,14152,282,Subaru,Good,Subaru Crosstrek Limited
8911,56201.0,2022,4.6,11333,256,Toyota,Great,Toyota Supra 3.
8912,56989.0,2022,4.4,7220,2340,Toyota,Fair,Toyota Supra 3.0 Premiu
8913,68975.0,2018,4.9,55287,131,Porsche,Good,Porsche Cayenne GTS
8914,29988.0,2018,4.4,56888,65,Volkswagen,Good,Volkswagen Atlas 3.6L SE w/Technology
8915,41000.0,2020,4.7,21376,1633,Toyota,Good,Toyota Highlander XLE
8916,65817.0,2022,4.5,592,628,Ford,Fair,Ford Expedition XLT
8917,50876.0,2021,4.8,15928,1517,Ford,Unknown,Ford Expedition XLT
8918,21991.0,2018,4.8,39187,1048,Toyota,Unknown,Toyota C-HR XLE
8920,35990.0,2021,5.0,10970,403,Volkswagen,Great,Volkswagen Atlas Cross Sport 3.6L V6 SE w/Technology
8921,71999.0,2020,4.7,39325,616,BMW,Good,BMW X7 xDrive40i
8922,35186.0,2018,4.7,47582,43,Honda,Good,Honda Ridgeline RTL-E
8923,27899.0,2021,4.8,27410,789,Volkswagen,Unknown,Volkswagen Atlas 2.0T S
8925,27994.0,2018,3.3,30164,139,Honda,Good,Honda Accord Touring 2.0T
8928,36831.0,2021,4.8,21391,953,Honda,Great,Honda Pilot EX-L
8929,35500.0,2020,4.2,41982,451,Ford,Great,Ford Explorer XLT
8930,86625.0,2020,4.7,13264,587,Porsche,Great,Porsche Cayenne E-Hybrid AWD
8931,37990.0,2022,3.6,11424,352,Kia,Great,Kia Carnival LXS
8932,29290.0,2020,4.5,5313,3178,Ford,Fair,Ford Fusion Hybrid SE
8933,41998.0,2021,3.0,38900,260,Toyota,Unknown,Toyota Tundra SR5
8934,29797.0,2020,4.2,29698,2860,Kia,Good,Kia Niro Plug-In Hybrid EX Premium
8935,39496.0,2020,3.4,12110,624,Ford,Good,Ford Explorer XLT
8938,48999.0,2021,4.4,12543,2061,Ford,Good,Ford F-150 XLT
8939,34990.0,2020,3.1,8247,21,Nissan,Great,Nissan Frontier PRO-4X
8940,34510.0,2019,4.7,28375,1416,Ford,Great,9 Ford Mustang GT
8941,25962.0,2018,4.1,36778,959,MINI,Great,MINI Clubman Cooper S ALL4
8942,35999.0,2020,3.9,15315,230,Chevrolet,Great,Chevrolet Traverse LT Cloth
8943,29264.0,2020,4.0,30804,68,Chevrolet,Good,Chevrolet Equinox 1LT
8945,28998.0,2020,3.2,64927,843,GMC,Good,GMC Acadia SLT
8947,45995.0,2020,4.5,30038,365,BMW,Good,BMW M340 i
8948,35600.0,2020,4.9,20131,1147,Volvo,Great,Volvo XC60 T5 Momentum
8949,30995.0,2020,4.5,39393,226,Honda,Good,Honda CR-V Hybrid EX
8950,35499.0,2022,4.6,11347,646,Chevrolet,Good,Chevrolet Colorado WT
8952,63998.0,2019,3.6,20002,1160,RAM,Good,9 RAM 2500 Limited
8953,69550.0,2022,4.3,4883,961,Toyota,Good,Toyota Tundra Limited
8954,35655.0,2021,4.8,40503,1958,Toyota,Good,Toyota RAV4 Limited
8955,62995.0,2022,3.4,20109,1246,Toyota,Good,Toyota Sequoia Platinum
8956,36393.0,2021,4.7,24674,345,Subaru,Great,Subaru Ascent Limited 7-Passenger
8958,63795.0,2018,4.5,48975,134,Ford,Good,Ford F-350 Super Duty
8959,25987.0,2020,4.2,71143,332,GMC,Good,GMC Terrain SLT
8960,311995.0,2022,4.1,2077,24,Ferrari,Unknown,Ferrari Roma Base
8961,61235.0,2022,4.8,9545,640,BMW,Fair,BMW 530 i xDrive
8962,34303.0,2020,4.3,72201,750,Ford,Good,Ford Explorer Limited
8963,45900.0,2020,3.6,40988,166,Ford,Good,Ford Explorer Platinum
8965,27995.0,2020,2.9,54114,468,GMC,Good,GMC Terrain SLT
8967,45990.0,2020,4.7,74136,292,Chevrolet,Great,Chevrolet Tahoe LT
8968,32484.0,2019,4.8,13728,674,Subaru,Great,9 Subaru WRX Premium
8969,35325.0,2020,4.6,24235,2470,RAM,Good,RAM 1500 Classic SLT
8970,57837.0,2019,4.7,40616,10007,BMW,Great,9 BMW X7 xDrive40i
8971,33500.0,2019,4.2,67911,794,GMC,Great,9 GMC Canyon Denali
8972,43488.0,2021,4.6,31891,665,BMW,Unknown,BMW 530 i xDrive
8973,35100.0,2019,4.6,20685,2263,Cadillac,Great,9 Cadillac XT5 Luxury
8974,35784.0,2020,3.2,23808,88,BMW,Great,BMW X2 xDrive28i
8975,40944.0,2022,4.8,8591,1843,Honda,Great,Honda Passport Elite
8977,27400.0,2021,4.8,35750,971,Nissan,Great,Nissan Rogue SV
8978,41995.0,2021,4.4,15969,186,Subaru,Good,Subaru Ascent Limited 7-Passenger
8980,61967.0,2017,4.5,32742,1609,Ford,Good,7 Ford Shelby GT350 Base
8981,34500.0,2020,3.7,50242,702,Chrysler,Good,Chrysler Pacifica Limited
8982,78800.0,2021,4.4,28107,294,BMW,Good,BMW X5 M50i
8983,29995.0,2019,4.5,48553,509,Volkswagen,Great,9 Volkswagen Atlas 3.6L SE w/Technology
8985,39991.0,2018,4.7,75564,1119,Ford,Good,Ford F-150 Lariat
8986,42637.0,2021,4.7,30809,636,Ford,Great,Ford F-150 XLT
8987,66795.0,2021,4.8,19375,1241,Volvo,Great,Volvo XC90 Recharge Plug-In Hybrid T8 Inscription 6 Passenger
8988,42095.0,2021,4.8,4869,1588,Buick,Good,Buick Envision Avenir
8989,25811.0,2020,4.1,55340,999,Toyota,Good,Toyota RAV4 LE
8990,89775.0,2018,4.6,20298,225,Porsche,Great,Porsche Panamera Sport Turismo 4S
8991,117490.0,2018,5.0,20769,345,Porsche,Good,Porsche Panamera Sport Turismo Turbo
8992,89995.0,2018,5.0,42479,345,Porsche,Good,Porsche Panamera Sport Turismo 4S
8993,44821.0,2021,4.1,36217,615,Toyota,Good,Toyota Highlander Hybrid XLE
8994,34590.0,2021,4.8,23656,2084,Acura,Great,Acura TLX Base
8995,80900.0,2021,4.7,14269,5641,BMW,Great,BMW X5 M50i
8996,28967.0,2022,4.2,11021,128,Subaru,Good,Subaru Crosstrek Premium
8997,44975.0,2021,4.3,17309,435,Ford,Good,Ford F-150 XL
8999,32999.0,2022,4.9,23960,318,Kia,Good,Kia Seltos SX
9000,44998.0,2018,5.0,39405,7,Maserati,Great,Maserati Quattroporte S Q4
9001,25703.0,2017,4.9,105058,1531,Ford,Great,7 Ford Expedition EL Limited
9002,43799.0,2021,4.9,6358,3337,Toyota,Good,Toyota Tundra SR5
9003,32149.0,2019,4.6,39102,2538,Nissan,Good,9 Nissan Maxima 3.5 Platinum
9004,28991.0,2018,4.3,21788,308,Kia,Good,Kia Cadenza Premium
9005,34995.0,2019,4.7,24716,2139,Cadillac,Good,9 Cadillac XT5 Luxury
9006,68878.0,2020,5.0,29413,1442,INFINITI,Fair,INFINITI QX80 Limited
9007,30921.0,2020,2.8,26591,585,Chevrolet,Great,Chevrolet Traverse LS
9008,23000.0,2020,4.9,32016,578,Honda,Good,Honda Accord LX 1.5T
9009,40327.0,2022,4.5,8632,1007,Volkswagen,Great,Volkswagen Atlas 3.6L SE w/Technology
9010,44494.0,2022,4.5,12472,80,Volkswagen,Good,Volkswagen Atlas 2.0T SEL
9011,37604.0,2021,4.3,59253,98,GMC,Great,GMC Canyon Denali
9012,67953.0,2019,5.0,58784,2252,Ford,Good,9 Ford F-350 Lariat Super Duty
9013,58855.0,2019,4.4,52713,441,Ford,Great,9 Ford F-350 Lariat Super Duty
9014,27924.0,2018,4.6,60279,304,Ford,Unknown,Ford Explorer XLT
9016,41935.0,2021,4.7,19886,847,Toyota,Great,Toyota Highlander XLE
9017,65987.0,2019,4.9,35290,120,BMW,Great,9 BMW X7 xDrive50i
9019,19995.0,2016,4.8,48780,1333,Ford,Good,6 Ford C-Max Energi SEL
9020,70999.0,2021,4.6,45437,1068,BMW,Great,BMW X5 M50i
9022,33800.0,2021,4.9,56195,1270,Subaru,Great,Subaru Ascent Limited 8-Passenger
9023,63999.0,2020,3.8,21177,186,Chevrolet,Good,Chevrolet Tahoe Premier
9024,28899.0,2022,4.9,10815,1888,Kia,Good,Kia K5 LXS
9026,39900.0,2021,4.7,17368,2224,Toyota,Good,Toyota Venza XLE
9027,70750.0,2020,5.0,22733,254,Ford,Unknown,Ford Expedition Max King Ranch
9028,54000.0,2019,5.0,59047,254,Ford,Unknown,9 Ford Expedition Max Platinum
9029,77000.0,2021,5.0,12347,254,Ford,Unknown,Ford Expedition Max Platinum
9030,64950.0,2021,4.8,23088,1839,Ford,Good,Ford Expedition Max Limited
9031,70500.0,2021,5.0,13630,254,Ford,Unknown,Ford Expedition Max Limited
9032,26731.0,2021,1.6,16141,75,Chevrolet,Good,Chevrolet Trailblazer LS
9034,55725.0,2022,4.8,8436,2926,Toyota,Good,Toyota Tundra SR5
9035,46743.0,2021,4.4,52241,257,Cadillac,Great,Cadillac XT6 Sport AWD
9036,47490.0,2020,5.0,18345,297,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
9037,49371.0,2021,4.7,14772,56,Cadillac,Great,Cadillac XT6 Sport AWD
9038,65956.0,2021,3.9,13555,139,BMW,Good,BMW M440 i
9039,30788.0,2022,3.2,23752,515,Kia,Good,Kia Niro Touring SE
9040,32775.0,2021,3.2,11062,141,Buick,Great,Buick Envision Essence
9042,68500.0,2021,4.9,19029,3754,INFINITI,Good,INFINITI QX80 SENSORY
9043,64991.0,2022,4.8,10381,702,Chevrolet,Great,Chevrolet Tahoe LT
9044,25900.0,2020,2.7,31775,83,Nissan,Great,Nissan Murano S
9045,103000.0,2022,4.9,8374,3754,Porsche,Good,Porsche Taycan Base
9046,24992.0,2022,4.6,24254,1436,Honda,Good,Honda HR-V LX
9047,36988.0,2022,4.7,19913,3681,Toyota,Good,Toyota Mirai XLE
9048,40455.0,2020,4.8,29339,1136,Acura,Great,Acura MDX 3.5L w/Technology Package
9049,40995.0,2020,4.0,27702,381,Toyota,Good,Toyota Tacoma SR5
9050,37991.0,2019,4.9,27775,225,INFINITI,Good,9 INFINITI QX60 Luxe
9051,28988.0,2020,2.2,27670,172,Honda,Good,Honda Accord Hybrid Base
9052,51111.0,2021,4.8,22796,1585,Ford,Unknown,Ford Explorer ST
9054,85000.0,2022,2.6,8068,103,Jeep,Great,Jeep Grand Wagoneer Series I
9055,30572.0,2019,3.9,9816,51,Volkswagen,Fair,9 Volkswagen Golf Alltrack TSI S
9056,38915.0,2019,4.9,45035,350,GMC,Good,9 GMC Canyon Denali
9057,33890.0,2022,4.9,1560,2825,Nissan,Good,Nissan Rogue SV
9058,23690.0,2021,4.8,20740,1045,Volkswagen,Good,Volkswagen Jetta 1.4T S
9059,41984.0,2021,4.5,34716,245,Honda,Good,Honda Ridgeline Black Edition
9060,87595.0,2021,5.0,7093,6,Chevrolet,Great,Chevrolet Corvette Stingray w/2LT
9061,36895.0,2020,4.9,28032,1596,Cadillac,Great,Cadillac CT4 Sport
9062,34800.0,2020,3.7,15753,326,Subaru,Good,Subaru Forester Limited
9063,80911.0,2021,4.6,12951,674,Porsche,Great,Porsche Cayenne Base
9064,38793.0,2022,4.0,11018,1127,RAM,Great,RAM 1500 Big Horn
9065,33000.0,2021,4.9,13374,1518,Ford,Good,Ford Bronco Sport Big Bend
9066,48991.0,2020,3.3,17059,457,Mercedes-Benz,Great,Mercedes-Benz AMG CLA 35 Base 4MATIC
9067,31738.0,2019,4.2,32837,735,Cadillac,Great,9 Cadillac XT5 Luxury
9068,61571.0,2022,3.4,1251,527,Toyota,Fair,Toyota RAV4 Prime XSE
9069,37247.0,2018,4.2,35132,1639,Toyota,Good,Toyota Tacoma TRD Off Road
9070,31100.0,2021,4.2,44532,118,Toyota,Unknown,Toyota Avalon XLE
9071,35009.0,2020,4.6,16224,970,Honda,Great,Honda Passport EX-L
9072,26000.0,2017,4.7,7280,294,RAM,Unknown,7 RAM ProMaster City Tradesman
9073,46480.0,2021,4.7,18983,1251,RAM,Great,RAM 1500 Laramie
9074,33921.0,2019,4.2,30669,1051,Nissan,Fair,9 Nissan Maxima 3.5 SR
9075,31505.0,2019,4.9,55571,1426,Honda,Good,9 Honda Pilot EX-L
9076,27950.0,2016,4.8,74660,175,Honda,Good,6 Honda Pilot EX-L
9077,33205.0,2022,4.8,1043,2674,Honda,Good,Honda Accord Sport 1.5T
9078,47999.0,2021,4.1,8657,371,Chevrolet,Great,Chevrolet Silverado 1500 LT
9079,44519.0,2020,4.8,32302,816,Acura,Great,Acura MDX 3.5L w/Advance Package
9081,29400.0,2022,3.6,9707,257,Toyota,Unknown,Toyota Camry LE
9082,72907.0,2022,4.8,3254,1498,Acura,Good,Acura MDX Type S w/Advance Package
9083,49600.0,2021,4.4,10133,1161,Ford,Good,Ford F-150 XLT
9084,69520.0,2020,4.8,20134,719,Cadillac,Great,Cadillac Escalade Premium Luxury
9085,41913.0,2019,4.9,36163,94,Jeep,Unknown,9 Jeep Wrangler Unlimited Sahara
9086,61918.0,2022,4.4,2650,1501,Toyota,Good,Toyota 4Runner TRD Pro
9087,47888.0,2020,4.8,36570,1444,BMW,Good,BMW M340 i xDrive
9088,43262.0,2022,4.5,1986,2748,Honda,Good,Honda Ridgeline RTL-E
9089,34981.0,2019,4.3,31845,34,Volvo,Great,9 Volvo XC60 T5 Momentum
9090,25000.0,2020,4.8,45496,1639,Buick,Good,Buick Encore Essence
9091,34995.0,2022,4.7,21539,3681,Toyota,Fair,Toyota Corolla Hybrid LE
9092,53999.0,2020,4.2,18137,1959,Dodge,Fair,Dodge Durango R/T
9093,46000.0,2022,4.6,4212,566,Toyota,Unknown,Toyota Supra
9094,45996.0,2019,1.7,40824,199,BMW,Unknown,9 BMW M550 i xDrive
9095,23000.0,2020,3.1,64694,528,Jeep,Great,Jeep Cherokee Limited
9096,23995.0,2019,4.9,79447,1694,Honda,Great,9 Honda Accord Hybrid Base
9097,53997.0,2020,4.4,34491,97,Mercedes-Benz,Great,Mercedes-Benz GLE 350 Base 4MATIC
9098,42181.0,2019,4.9,40983,2424,Kia,Unknown,9 Kia Stinger GT
9100,34000.0,2020,1.9,48605,171,Dodge,Good,Dodge Durango GT
9101,134950.0,2020,4.9,1825,1767,Porsche,Good,Porsche Panamera GTS
9102,35766.0,2021,4.5,31903,1062,Honda,Good,Honda Passport Touring
9103,30333.0,2021,4.4,11933,102,Subaru,Great,Subaru Forester Premium
9104,43000.0,2022,3.6,4251,343,Nissan,Good,Nissan Pathfinder SL
9105,31800.0,2020,3.7,38121,257,Jeep,Unknown,Jeep Wrangler Unlimited Sport
9106,77975.0,2022,3.8,24091,68,Jeep,Unknown,Jeep Grand Wagoneer Series I
9107,51490.0,2019,4.8,35342,514,BMW,Great,9 BMW M550 i xDrive
9108,20486.0,2020,3.6,60972,450,Toyota,Unknown,Toyota Corolla LE
9109,56495.0,2021,3.4,7551,1246,Toyota,Good,Toyota RAV4 Prime XSE
9111,57494.0,2021,4.9,29456,4100,Dodge,Good,Dodge Durango R/T
9112,25774.0,2020,4.7,50586,1546,Dodge,Good,Dodge Journey Crossroad
9113,32000.0,2021,4.9,68004,4965,Chevrolet,Unknown,Chevrolet Silverado 1500 Custom
9114,99994.0,2018,4.1,19626,1017,Mercedes-Benz,Unknown,Mercedes-Benz AMG S 63 Base 4MATIC
9115,43982.0,2021,3.7,13652,1578,Toyota,Good,Toyota Tacoma TRD Sport
9116,52888.0,2019,4.8,27161,1444,BMW,Great,9 BMW 750 i xDrive
9117,37770.0,2020,4.7,21152,789,Ford,Great,Ford F-150 XLT
9118,31950.0,2019,4.6,46186,3430,Cadillac,Great,9 Cadillac XT5 Luxury
9119,42485.0,2021,4.5,19447,1308,Acura,Unknown,Acura RDX Technology Package
9120,57595.0,2022,4.6,2575,1891,Ford,Great,Ford F-150 XLT
9121,154995.0,2020,4.6,4596,266,Porsche,Great,Porsche 911 Carrera 4S
9122,49491.0,2022,4.3,3146,1479,Jeep,Great,Jeep Wrangler Unlimited Sport
9123,34020.0,2019,4.3,22760,239,Nissan,Great,9 Nissan Armada SV
9124,34288.0,2020,3.9,64480,1365,Toyota,Unknown,Toyota Tacoma TRD Sport
9126,58495.0,2021,4.7,21387,955,Volvo,Good,Volvo XC90 T6 Inscription 6 Passenger
9127,67500.0,2019,4.6,4852,568,Chevrolet,Good,9 Chevrolet Corvette Stingray Z5
9128,69900.0,2018,2.6,25398,74,Porsche,Great,Porsche Panamera 4
9130,47975.0,2021,4.9,12962,1808,Toyota,Good,Toyota Highlander Limited
9131,45975.0,2019,4.9,17252,1808,Toyota,Good,9 Toyota Highlander Limited Platinum
9132,49975.0,2022,4.9,7328,1808,Toyota,Good,Toyota Highlander XLE
9133,58884.0,2022,4.9,267,2243,Jeep,Good,Jeep Wrangler Unlimited 4xe Sahara
9134,39999.0,2020,4.3,20379,433,Volvo,Good,Volvo S60 T6 R-Design
9135,40888.0,2019,4.8,29488,675,INFINITI,Good,9 INFINITI Q50 3.0t Red Sport 4
9136,28999.0,2019,2.7,34691,284,Chevrolet,Great,9 Chevrolet Traverse LS
9137,44485.0,2021,3.8,49485,572,Toyota,Good,Toyota Highlander Limited
9138,38404.0,2020,4.7,25610,703,Honda,Great,Honda Pilot Touring 7-Passenger
9139,31524.0,2021,2.0,44951,13,Volkswagen,Unknown,Volkswagen Atlas 2.0T S
9140,35880.0,2018,4.3,48500,458,BMW,Great,BMW X5 eDrive xDrive40e
9142,634000.0,2022,5.0,712,576,Ferrari,Unknown,Ferrari 812 GTS Base
9143,28886.0,2018,4.4,45059,556,Ford,Great,Ford Explorer XLT
9144,40999.0,2021,4.0,859,1127,RAM,Fair,RAM 1500 Big Horn
9145,34737.0,2018,4.9,59620,350,GMC,Good,GMC Acadia Denali
9146,32398.0,2019,4.4,28207,73,BMW,Great,9 BMW X2 xDrive28i
9148,37998.0,2019,4.4,94782,1128,Ford,Great,9 Ford F-150 King Ranch
9149,44019.0,2022,4.1,5818,294,Alfa Romeo,Great,Alfa Romeo Giulia Veloce
9150,45305.0,2021,4.0,22321,252,Volkswagen,Good,Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line
9151,37995.0,2020,4.8,21535,2005,BMW,Great,BMW X2 xDrive28i
9152,39995.0,2021,4.5,7066,2746,Toyota,Good,Toyota 4Runner SR5 Premium
9153,42570.0,2022,1.3,4899,13,Chevrolet,Great,Chevrolet Camaro LT
9154,33900.0,2020,4.8,42566,116,Ford,Great,Ford F-150 XL
9155,27468.0,2020,4.2,56231,1959,Chrysler,Great,Chrysler Pacifica Touring
9156,62995.0,2021,4.8,26690,2005,BMW,Good,BMW X5 xDrive40i
9157,87000.0,2022,4.6,12429,616,RAM,Fair,RAM 2500 Laramie
9158,41988.0,2021,4.6,15642,912,Toyota,Good,Toyota Highlander XLE
9159,47980.0,2020,4.9,44451,3337,Toyota,Good,Toyota Highlander Hybrid Limited
9160,32989.0,2020,4.3,35979,1210,BMW,Great,BMW X1 xDrive28i
9161,32264.0,2018,4.7,39029,363,Jeep,Great,Jeep Wrangler JK Unlimited Sport
9162,68747.0,2020,2.4,21027,116,BMW,Good,BMW X3 M Competition
9163,37896.0,2020,4.7,27520,955,BMW,Great,BMW M235 Gran Coupe i xDrive
9164,36000.0,2020,4.8,17532,1532,Honda,Good,Honda Pilot EX
9165,41500.0,2021,4.8,8235,1532,Honda,Good,Honda Pilot EX-L
9166,41988.0,2021,4.7,33525,1131,Honda,Good,Honda Pilot Special Edition
9167,58400.0,2020,4.0,22906,828,Chevrolet,Good,Chevrolet Suburban LT
9168,49985.0,2021,4.9,4786,1635,Jeep,Great,Jeep Gladiator Rubicon
9169,26419.0,2019,3.5,48167,121,Volkswagen,Fair,9 Volkswagen Golf SportWagen 1.4T SE
9170,29995.0,2019,3.9,19023,1131,Honda,Great,9 Honda Passport Sport
9171,65477.0,2021,4.1,10478,31,Ford,Good,Ford F-150 Lariat
9172,30495.0,2019,4.8,35788,550,Cadillac,Good,9 Cadillac XTS Luxury
9173,84504.0,2022,4.7,13153,1413,BMW,Good,BMW X7 xDrive40i
9174,34999.0,2021,4.8,13286,1150,Subaru,Good,Subaru WRX Premium
9175,48990.0,2022,4.9,8076,5494,Chevrolet,Good,Chevrolet Silverado 1500 Limited LT
9176,68885.0,2023,4.1,1182,1267,Chevrolet,Unknown,3 Chevrolet Tahoe RST
9177,41850.0,2022,4.7,24086,3490,Nissan,Good,Nissan Pathfinder SV
9178,41342.0,2020,4.3,27975,712,RAM,Great,RAM 1500 Big Horn
9179,35911.0,2019,2.2,20409,172,Honda,Great,9 Honda Pilot Elite
9180,28988.0,2018,4.5,51687,51,GMC,Great,GMC Acadia SLT-
9182,40850.0,2020,4.7,29173,1122,Volvo,Great,Volvo XC60 T5 Inscription
9183,32429.0,2021,3.9,18339,1720,Toyota,Good,Toyota RAV4 XLE
9184,26991.0,2018,4.7,19284,898,Ford,Fair,Ford Taurus SEL
9185,29000.0,2021,4.6,29845,47,Volkswagen,Great,Volkswagen Tiguan 2.0T SE R-Line Black
9187,42499.0,2020,4.6,50928,566,Cadillac,Great,Cadillac XT6 Sport AWD
9188,62455.0,2022,4.5,16056,1294,Cadillac,Fair,Cadillac XT6 Sport AWD
9189,51999.0,2022,4.6,18138,566,Cadillac,Great,Cadillac XT6 Premium Luxury AWD
9190,53950.0,2020,4.5,23672,1294,Cadillac,Fair,Cadillac XT6 Premium Luxury FWD
9191,31000.0,2022,4.0,16937,54,Chevrolet,Great,Chevrolet Trailblazer RS
9193,40610.0,2022,4.2,10426,169,Chevrolet,Great,Chevrolet Camaro LT
9196,111995.0,2022,4.3,965,218,Cadillac,Great,Cadillac Escalade Premium Luxury
9197,46690.0,2021,2.9,6161,468,Buick,Fair,Buick Envision Essence
9198,40300.0,2021,4.6,14936,646,Chevrolet,Great,Chevrolet Camaro LT
9199,57995.0,2020,4.4,32347,940,Ford,Great,Ford Expedition LIMITED
9200,29830.0,2019,3.9,4062,452,Chevrolet,Good,9 Chevrolet Bolt EV Premier
9201,55999.0,2019,4.3,59877,67,GMC,Good,9 GMC Yukon Denali
9202,47499.0,2021,4.0,22795,389,Nissan,Good,Nissan Titan PRO-4X
9203,42288.0,2022,4.7,12969,3681,Toyota,Good,Toyota Highlander XLE
9205,29437.0,2019,4.6,33279,2538,Nissan,Good,9 Nissan Maxima 3.5 SL
9206,21997.0,2020,4.0,34685,152,GMC,Unknown,GMC Terrain SLE
9208,32444.0,2021,3.5,12627,50,Dodge,Good,Dodge Challenger SXT
9209,49500.0,2021,4.9,26696,2193,Jeep,Great,Jeep Gladiator Mojave
9210,24995.0,2021,4.7,17001,1751,Volkswagen,Fair,Volkswagen Golf 1.4T TSI
9211,40995.0,2020,4.8,58190,166,Ford,Good,Ford F-150 XLT
9212,84995.0,2022,3.5,1225,525,Ford,Good,Ford F-250 Lariat
9213,21372.0,2019,4.8,24303,241,Nissan,Great,9 Nissan Kicks SV
9214,24900.0,2018,4.8,71738,2327,Jeep,Great,Jeep Wrangler JK Golden Eagle
9215,42800.0,2020,4.8,91550,568,Ford,Great,Ford Expedition Max Limited
9216,54996.0,2018,4.5,46940,4167,Ford,Good,Ford Expedition Max Platinum
9217,52989.0,2019,4.4,45282,819,Ford,Good,9 Ford Expedition Max Limited
9218,31850.0,2022,4.4,21984,1053,MINI,Great,MINI Hardtop Cooper S
9219,37900.0,2019,4.9,19398,630,Nissan,Unknown,9 Nissan Maxima 3.5 Platinum
9221,42997.0,2018,4.4,72269,2142,Toyota,Good,Toyota Sequoia Limited
9223,41889.0,2020,4.9,48500,361,Toyota,Good,Toyota Tundra SR5
9224,64998.0,2021,3.7,10365,695,RAM,Great,RAM 2500 Laramie
9225,39228.0,2020,4.9,40419,1894,Jeep,Great,Jeep Wrangler Unlimited Sahara
9227,43491.0,2021,4.7,26007,2946,Jeep,Great,Jeep Wrangler Unlimited Sahara
9228,11500.0,2013,4.0,96618,45,Honda,Great,3 Honda Fit Sport
9229,47993.0,2021,3.6,9476,159,Volvo,Good,Volvo XC60 Inscription
9230,26500.0,2022,2.5,9299,497,Honda,Great,Honda HR-V EX
9231,29306.0,2020,3.9,62631,266,Chevrolet,Good,Chevrolet Colorado LT
9232,52990.0,2022,4.9,6509,463,Volvo,Unknown,Volvo V90 Cross Country B6 AWD
9233,49798.0,2020,4.7,51964,908,Volvo,Good,Volvo XC90 T6 R-Design 7 Passenger
9234,92992.0,2014,4.9,22741,1271,Porsche,Great,4 Porsche 911 Carrera 4S
9235,32338.0,2021,4.6,18101,1819,Jeep,Great,Jeep Cherokee Latitude Lux
9236,54995.0,2022,4.8,17185,57,Kia,Fair,Kia Stinger GT
9237,47500.0,2019,4.6,35705,1398,Ford,Great,9 Ford F-150 Lariat
9239,24995.0,2019,2.9,10476,186,Kia,Good,9 Kia Optima LX
9240,41791.0,2021,4.2,18092,161,Volkswagen,Good,Volkswagen Atlas 3.6 V6 SEL
9241,25114.0,2019,3.9,52989,422,Chevrolet,Great,9 Chevrolet Camaro 1LT
9242,28859.0,2020,3.5,31215,1155,Dodge,Good,Dodge Challenger SXT
9243,83338.0,2022,3.9,7157,567,Jeep,Great,Jeep Grand Wagoneer Series I
9244,17457.0,2015,4.8,96383,3455,INFINITI,Good,5 INFINITI Q40 Base
9245,45916.0,2022,4.7,12005,815,Jeep,Good,Jeep Gladiator Sport
9246,37625.0,2020,4.5,44465,238,Jeep,Great,Jeep Gladiator Sport
9247,52985.0,2021,4.5,10882,238,Jeep,Good,Jeep Gladiator Overland
9248,58595.0,2022,4.6,111,1891,Ford,Unknown,Ford Bronco Black Diamond
9249,26700.0,2020,3.7,66219,307,Chrysler,Good,Chrysler Voyager LXI
9251,61568.0,2021,2.8,6796,247,Toyota,Good,Toyota Sequoia Nightshade
9252,58990.0,2021,4.4,35834,178,GMC,Great,GMC Sierra 1500 Denali
9253,33808.0,2019,4.6,24329,2742,RAM,Great,9 RAM 1500 Big Horn
9254,33991.0,2019,1.0,54181,12,Toyota,Great,9 Toyota Tundra SR5
9255,28980.0,2021,4.6,17843,111,Chevrolet,Good,Chevrolet Colorado WT
9256,47130.0,2020,4.8,11282,1333,Ford,Good,Ford F-150 XLT
9257,73438.0,2021,2.7,4097,37,Chevrolet,Good,Chevrolet Camaro ZL
9258,39455.0,2020,4.7,36927,1203,Jeep,Great,Jeep Wrangler Unlimited Willys
9259,44000.0,2021,4.8,12748,1498,Acura,Good,Acura RDX Technology Package
9260,34395.0,2021,4.8,27106,1588,Buick,Great,Buick Envision Essence
9262,33550.0,2021,4.8,26132,2926,Toyota,Good,Toyota RAV4 XLE
9263,43295.0,2021,2.7,11462,22,BMW,Good,BMW X3 xDrive30i
9264,40500.0,2020,4.1,34571,65,Ford,Good,Ford F-150 XLT
9265,24700.0,2022,4.0,1343,55,Nissan,Good,Nissan Altima 2.5 S
9266,64000.0,2022,4.0,4437,68,Chevrolet,Fair,Chevrolet Silverado 2500 Custom
9267,31538.0,2019,3.5,41827,77,Dodge,Good,9 Dodge Durango SXT Plus
9268,49995.0,2021,3.0,12463,226,RAM,Great,RAM 1500 Laramie
